id,code,name,level,longitude,latitude
pzgD4T1GdAD,BOO-KAK-GBOM,Gbongboma MCHP,5,-11.785950000000001,8.030664999999999
aop1XOEzz6g,BON-KPA-GBOM,Gbongeh MCHP,5,-12.066,7.6719
ECxLBofSYEN,KON-LEI-GBOM,Gbongongor MCHP,5,-10.63565,8.891810000000001
XTqHhwZXlzX,KON-KOC-GBOL,Gbongonleken Clinic,5,-10.974020000000001,8.644943999999999
bSgRNfXYcfU,MOY-KAI-GBOM,Gbonjeima MCHP,5,-12.387758,8.055537
vJi3WCLneJd,KAR-GBA-GBOM,Gbonkobana MCHP,5,-12.316080000000001,9.239813999999999
z7KrXCEOSVO,PLT-BAK-GBOM,Gbonkoh Kereneh MCHP,5,-12.8428,8.7827
qRwsjdtbRI6,KAM-MAG-GBOP,Gbonkomaria CHP,5,-12.970735999999999,8.95552
F2YVtedA5Go,KAR-LIB-GBOM,Gbonkonka MCHP,5,-12.504154999999999,9.033308
q5lV1qv1juw,BOO-BOC-GBOP,Gbotima CHC,5,-11.729310000000002,7.971836
JC3Fok6rZsi,BOO-WON-GBOC,Gboyama CHC,5,-11.427200000000001,7.783575
nWjT88bdyH3,MOY-KOR-GBUM,Gbuihun MCHP,5,-12.12438,8.251178
CLBbbppYG1D,KEN-TUN-GEGC,Gegbwema CHC,5,-11.15502,7.57969
fdXBMkfbwYX,KEN-SMA-GELM,Gelehun MCHP,5,-11.391470000000002,7.8974329999999995
HMvAmQPRXA4,BOO-BOC-GENM,Genda CHP,5,-11.721530000000001,7.9604800000000004
r8VbanAXuHZ,KEN-WAN-GENM,Gendema MCHP,5,-11.3467,8.2317
eEzWwK03oHo,PUJ-SOW-GEOP,Geoma Jarjoh CHP,5,-11.694291999999999,7.509786
OWEL6cqmaff,WAU-WE2-GEOC,George Brook CHC,5,-13.235800000000001,8.468693
CdFFtqetD5V,BOO-BAO-GERC,Gerehun CHC,5,-11.576120999999999,7.929925
eSIcQXXKNZT,PUJ-KPN-GIBM,Gibina MCHP,5,-11.78682,7.363697999999999
YOXU2Smsjde,BON-BEN-GIEP,Giebina CHP,5,-12.385200999999999,7.5118
VTCcBHpYSCH,KEN-DAM-GEIP,Giema (Dama) CHP,5,-11.147400000000001,7.777517
f1XvoNzUPVq,KAI-LUA-GIEP,Giema (Luawa) CHP,5,-10.563431999999999,8.176416
bCpDmnHKnMs,BOO-BOC-GILH,Gilas Hospital,5,-11.74215,7.9711300000000005
OzFoTO5DaqB,WAU-EA2-GINC,Ginger Hall CHC,5,-13.218532,8.481710000000001
Qr11D57aRFO,PUJ-MAK-GISM,Gissiwolo MCHP,5,-11.2681,7.271630000000001
HNLThO9RC11,WAR-MTN-GLOP,Gloucester CHP,5,-13.213897999999999,8.452197
gvTIyr2aDhI,PUJ-KPK-GOBC,Gobaru CHC,5,-11.709375,7.362565
h8dCXqg5zkw,WAU-WE1-GRAL,God Grace Clinic,5,-13.242421,8.478795999999999
iMLj4Q5zFtC,WAR-YOR-GODC,Goderich CHC,5,-13.291997,8.436043999999999
KmKRQpLboEN,WAR-YOR-GODL,Goderich Military (MI Room) Clinic,5,-13.274535,8.431868999999999
KVS984ArITn,PUJ-MAK-GOFP,Gofor CHP,5,-11.36006,7.242889
U4F289TX5Cp,BOO-BAO-GOLM,Golu MCHP,5,-11.544400000000001,7.9049000000000005
qXE3FmasCg0,PUJ-MAS-GOMM,Gombu MCHP,5,-11.843152,7.154197
Qt7HLARP5R9,MOY-KAM-GONP,Gondama (Kamajei) CHP,5,-11.877021,8.300732
kXF277I9s2d,KON-NIO-GONM,Gondama (Nimikoro) MCHP,5,-11.078220000000002,8.43745
NvQrMshyqso,BOO-TIK-GONC,Gondama (Tikonko) CHC,5,-11.706660000000001,7.865625
G0jpZJ84vfp,MOY-UPB-GONM,Gondama (Upper Banta) MCHP,5,-12.1349,7.753
GrF7ycJjnT8,PUJ-SOR-GOMM,Gondama Massaquoi MCHP,5,-11.554266,6.971629
fOZhvjERD2u,WAU-WE3-GSHH,Good Shepherd Hospital,5,-13.271787,8.476203
LVBSxRNKD0L,KEN-TUN-GORC,Gorahun CHC,5,-11.23723,7.466774
TZSTJIzuRvN,KEN-NON-GMCHH,Government Maternity and Children’s Hospital Hangha,5,-11.153588,7.9224179999999995
nxZxwBILePp,PLT-KAF-GRCL,Grace Community Clinic,5,-13.190786,8.581624999999999
jcxuosHq29j,WAR-WAT-GRAC,Grafton CHC,5,-13.154871,8.389336
OBbD77KVqLa,WAU-WE2-GREC,Grey Bush CHC,5,-13.249713999999999,8.482342
lin1SziVM3K,BOO-TIK-GRIM,Griema MCHP,5,-11.735740000000002,7.695663
Z3r9nO0stwL,BON-SOG-GRIP,Grima (Sogbini) CHP,5,-12.072567999999999,7.585423
Xc2cn1RF2jM,BOO-VAL-GRIP,Grima (Valunia) CHP,5,-11.690261,8.237278
EsxocgEzMsq,KAI-PEB-GRIM,Grima MCHP,5,-10.86016,8.095120000000001
QitEiuaxYQW,KEN-DOD-GUAM,Guala MCHP,5,-11.236120000000001,8.122834
e4iHmxsV62n,BOO-KOM-GUMM,Gumahun MCHP,5,-11.430582,8.202902
TrBY64DGrZa,WAU-EA1-GUOL,Guoji (Cline Town) Clinic,5,-13.210080999999999,8.489082999999999
anRpU0w1Dg7,BOO-BOC-HAIP,Haikal CHP,5,-11.718480999999999,7.925179
R2ZpT40Q9JS,WAU-EA3-HAJC,Haja Neneh CHC,5,-13.187940000000001,8.47889
JB9F8jOHAKr,BOM-MAC-HAML,Hamanda Clinic,5,-12.043550000000002,8.888290000000001
RdZFkqMW1E9,FAL-FOL-HAMM,Hamdalia MCHP,5,-11.580632999999999,9.855295
bYoARZQVr8Q,WAR-YOR-HAMM,Hamilton MCHP,5,-13.26007,8.382411
Nqr5QMkHboP,KAI-UPB-HANL,Hand Maid Clinic,5,-10.689,8.0837
AhPzTSXVukO,KEN-NON-HANC,Hangah CHC,5,-11.139275999999999,7.945253999999999
vXjyTkj4YmJ,BOM-MAC-HAPL,Happy Kid and Adolescent (Makeni City) Clinic,5,-12.045937,8.893704999999999
xOQDwNHdcCQ,WAR-WAT-HASC,Hastings CHC,5,-13.136280000000001,8.383714
K5m56vmJPfR,WAU-WE3-HEAL,Healing CHP,5,-13.263596,8.484797
GlBFwtfSAoP,WAU-WE3-HSPL,Healthy Step Paediatric Clinic,5,-13.264291,8.485320999999999
hCqRqOVuYzn,WAR-WAT-HEAL,Heart and Hands Care Clinic,5,-13.153418,8.398363
nVqU7e0A6u9,KEN-MAL-HELM,Helegombu MCHP,5,-10.878480000000001,8.363006
djtdqg97OOA,BON-JON-HKCH,Henry Kormoi Community Hospital,5,-12.100515999999999,7.646191
MvFzcSiAhfR,KOI-WWY-HERP,Heremakono CHP,5,-11.597900000000001,9.500845
eqgwpDg0qUv,WAU-WE3-HILP,Hill Station CHP,5,-13.253941999999999,8.459406999999999
K7ZHRYI0cLl,BOO-LUG-HIMM,Hima MCHP,5,-11.902142,7.738435
JQXx7AHLEsd,TON-YMM-HINC,Hinistas CHC,5,-12.197804999999999,8.456216999999999
XePzIbFYSCE,WAU-EA3-HOLL,Holy Mary Clinic,5,-13.169080000000001,8.451024
oAXy4VRrHMe,BOM-MAC-HOLH,Holy Spirit Hospital,5,-12.036373,8.892463
ChKSDG3C0rQ,PUJ-MAL-HONP,Hongai CHP,5,-11.868967,7.399229
IkrL1zIxesp,BON-KWA-HOYP,Hoya CHP,5,-11.892933,7.252337
gDvT7YWBWcb,BOM-MAG-HUNM,Hunduwa MCHP,5,-12.061001,9.236571
rAFkc9vfzqO,WAU-EA3-ISCP,Iscon CHP,5,-13.174246,8.467217999999999
COPscajpw9o,BOO-BOC-JCBMC,JC Boima Memorial Climic,5,-11.732578,7.943477
PBonjj0VR8v,KON-NIO-JAIC,Jaiama CHC,5,-11.08614,8.551571
Xb3ZTV0Chxz,KON-NIM-JAIC,Jaiama Sewafe CHC,5,-11.241090000000002,8.542043999999999
WMUfZdBSMsq,BOO-BAO-JCHL,Jan Christian Helvings Clinic,5,-11.534828,7.928553999999999
vxqIsoD91RW,BON-IMP-JANP,Jangallor CHP,5,-12.386420000000001,7.685045
rv79iDlMl3g,KEN-TUN-JAOP,Jao (Tunkia) CHP,5,-11.14484,7.613874
fpXZjwIMK3E,WAR-WAT-JAYL,Jays Clinic,5,-13.104690000000002,8.372555
jJyWmH1ED2n,BOO-BAO-JEMC,Jembe CHC,5,-11.42828,7.9196800000000005
ESMXWxnMllX,PUJ-SOR-JENC,Jendema CHC,5,-11.391155999999999,7.024423
CSiSWhe0QG4,KAI-LUA-JENP,Jengbellu CHP,5,-10.598716,8.078204999999999
geBM5cezCQ8,KAI-UPB-JENM,Jenneh MCHP,5,-10.62662,8.106333
e5PzLg3sQJn,WAU-EA1-JENL,Jenner Wright CHC,5,-13.211628,8.482915
LkDF201ImY4,PUJ-BAR-JEBM,Jeoma Barri MCHP,5,-11.450445,7.33682
psVBVk4IYKD,BOO-BAR-JIMC,Jimmi CHC,5,-11.815764999999999,7.606253
hpYspP8FSdo,WAR-WAT-JOHM,John Thorpe MCHP,5,-13.09168,8.395128
ZO4KtUpEKDl,KAI-MAL-JOJC,Jojoima CHC,5,-10.787080000000001,7.876682
wpVYhbfFFPH,KAI-PEW-JOKP,Jokibu CHP,5,-10.81943,8.139818
rXM1enLTPBT,BON-JON-JORP,Jorma CHP,5,-12.280002,7.463572999999999
MoOCa8qPPtv,BOO-BAO-JORM,Jormu (Baoma) MCHP,5,-11.62798,7.871650000000001
BYnRfVgskP8,KEN-NON-JORP,Jormu (Nongowa) CHP,5,-11.05178,7.949071999999999
sMW7dnbCHHH,KEN-GAU-JORC,Joru CHC,5,-11.054981,7.692812
QKKlMtLnI9O,MOY-KAM-JOYM,Joya MCHP,5,-11.85039,8.182934
QSRcWAIHW2d,WAU-WE3-JUBP,Juba Military (MI Room) CHC,5,-13.279010000000001,8.45148
GTLo7ufHZ6J,MOY-KOR-JUDP,Judy Smith CHP,5,-12.0578,8.2025
oaskPjt6YCj,KEN-KOY-JUIP,Jui (Koya) CHP,5,-11.300130000000001,7.648368
Xw5HFSiykNh,WAR-WAT-JUIL,Jui Police (MI Room) Clinic,5,-13.133401,8.409225
FPAy6MwNMRP,WAU-EA2-JULM,Julipha Ashobie Corner MCHP,5,-13.211743,8.47747
v0qxq7DYIrC,MOY-KOR-JUMM,Juma MCHP,5,-12.205060000000001,8.255305
oKwHeWnIytQ,BON-IMP-JUNM,Junctionla MCHP,5,-12.340036,7.736318
yrO1yp0Zr8b,MOY-DAS-KABM,Kabaima MCHP,5,-12.1866,7.957742
GBOO6cAwVuZ,KOI-WWY-KABH,Kabala Government Hospital,5,-11.548005,9.586393
LYh2LaEwSg5,KOI-WWY-KABM,Kabala Static CHC,5,-11.548300000000001,9.586490000000001
dKgPCPmJrDW,BON-JON-KABP,Kabati CHP,5,-12.24726,7.668549
OIzOdNPqH8E,KAR-SEL-KABP,Kabba Ferry CHP,5,-12.2184,9.583400000000001
RY4IrycKB1V,BOO-BUM-KAIM,Kabiyama MCHP,5,-12.1249,7.9546
zNvSEECkIPQ,BOM-SAF-KAHM,Kabombeh MCHP,5,-11.995420000000001,8.875599
VS0yQf860TG,BOM-SAF-KABM,Kabonka MCHP,5,-11.91186,9.000131
XmeX44GG6XM,KOI-WWB-KADM,Kadanso MCHP,5,-11.762372,9.595407
o5sl2WFM1na,BOM-BIR-KAHP,Kagbaneh CHC,5,-11.9536,9.0677
zskepPGNAw0,BOM-BIR-KAGM,Kagbankona MCHP,5,-11.910440000000001,9.420133
eKEV65twSFH,PLT-KAS-KAGP,Kagbantama CHP,5,-12.671690000000002,8.960429
Du9YyLc6hRO,KOI-KAK-KAGM,Kagbasia MCHP,5,-11.778480000000002,9.325288
AEJXGlcjitL,BOM-MAG-KAGC,Kagbere CHC,5,-12.140410000000001,9.220343999999999
EtxdvyHURRE,BOM-SAF-KAGM,Kagbo MCHP,5,-11.9913,9.0256
wulhF4wxLgg,KAR-SEL-KAGM,Kagboray MCHP,5,-12.3117,9.518885
HRJFtnMU73A,KAI-LUA-KAIH,Kailahun Government Hospital,5,-10.56662,8.276598
a7rMl4nrSEU,KON-SOA-KAIP,Kainkordu CHC,5,-10.7208,8.617106999999999
tq4vd17h83f,BOO-BAR-KAKM,Kakama MCHP,5,-11.760071,7.63557
ssB7BxrqKQ3,BOM-BIR-KAKM,Kakorla MCHP,5,-11.934213,9.241546
fDLJQxrQ304,KOI-WWB-KAKM,Kakoya MCHP,5,-11.66642,9.696868
VaI9khTIB29,BOO-BOC-KAKM,Kakua Static CHC,5,-11.743735,7.964353
nU6hYnniisn,KAM-MAM-KALM,Kalainkay MCHP,5,-13.094050000000001,8.883192
xVtH0ik1PWy,PLT-BUR-KALM,Kalangba (Bureh) MCHP,5,-12.897139,8.909657
oOyUYX3JYQp,PLT-LOK-KALM,Kalangba (Lokomasama) MCHP,5,-13.140500000000001,8.808
fsbfWrqbvAY,BOM-NGO-KALC,Kalangba (Ngowahun) CHC,5,-12.160236999999999,9.033229
XoR149OALL5,FAL-KAB-KALM,Kaliyereh MCHP,5,-11.196110000000001,9.971173
EwljJCutVkb,BOM-BIR-KAMC,Kamabai CHC,5,-11.961500000000001,9.156998999999999
Uf6bHLXVBSi,KAR-SEL-KAOM,Kamabaio MCHP,5,-12.295047,9.463721
rs9ZTW2Sr3g,FAL-KAM-KAMM,Kamadu Badala MCHP,5,-11.212850000000001,9.564081
G9fDQzUILNR,KON-KOC-KAMP,Kamadu CHP,5,-10.97427,8.664047
xKqFwQ9i2He,FAL-KAM-KAMP,Kamadu Sokuralla CHP,5,-11.481630000000001,9.443012
BbzOzwkYDLa,KAM-TON-KAAM,Kamagbewu MCHP,5,-12.576580000000002,9.256039
mSUwQaoCwkl,KAR-SEL-KAMP,Kamakwie CHP,5,-12.237757,9.498040000000001
c6jFCabL7fH,KAR-SEL-KAMH,Kamakwie Wesleyan Hospital,5,-12.2371,9.497330000000002
DQlp2ZkVFTh,KAR-SAL-KAMC,Kamalo CHC,5,-12.244,9.400936999999999
GUmaXIZvSJQ,BOM-KAM-KAMC,Kamaranka CHC,5,-12.206100000000001,9.297521999999999
pzDwwvlmxTd,PLT-BAK-KAMP,Kamaranka Under Fives CHP,5,-12.811155,8.789171999999999
p8D2OnxBXWb,TON-KAF-KAMM,Kamarugu MCHP,5,-11.681747,8.79798
gV6BJ802zx5,TON-KAL-KAMM,Kamasaypana MCHP,5,-11.775575,9.115656999999999
MYYmTR0aSGR,BOM-BIR-KAMP,Kamasikie CHP,5,-11.908890000000001,9.318171999999999
N1jeajF1oSL,KAR-BUY-KAMC,Kamasondo CHC,5,-12.512742,8.862267
SS30ttngIHE,KAM-TON-KAMC,Kamassasa CHC,5,-12.545399,9.394900999999999
vR4AQOqS3ix,KOI-THA-KAMM,Kamathoi MCHP,5,-11.948217,9.539757999999999
pXjmBrUDe5J,BOM-BIR-KATM,Kamathudgu MCHP,5,-11.854906,9.417254999999999
sCuyrXTPT4Z,KAM-TON-KAMM,Kamawala MCHP,5,-12.487627,9.314093999999999
DESSvhQtnqG,KAR-SEL-KAMM,Kamawornie MCHP,5,-12.3726,9.4863
cZHza74ZwPN,KAM-MAG-KAAM,Kamba MCHP,5,-12.87368,9.03978
rqQnlN2L00Z,FAL-FOL-KAMP,Kamba Mamudia CHP,5,-11.657940000000002,9.801257
c6A2haXek09,KOI-KAM-KAMM,Kambalia MCHP,5,-11.843753999999999,9.825624
dm55s6J4Ahq,KAI-JAW-KAMP,Kambama CHP,5,-10.89215,7.904367
K3OvYtcfkgN,BOO-WON-KAMM,Kambawama MCHP,5,-11.474323,7.7629589999999995
BSvrIx1miKW,KAR-GBA-KAMP,Kambia CHP,5,-12.295447999999999,9.340898
kB35jtmagWE,KAM-MAG-KAMH,Kambia Government Hospital,5,-12.91327,9.125010000000001
rS811MoeidX,KOI-KAM-KMBM,Kambia MCHP,5,-11.879683,9.87043
UiiglCoaWxt,PLT-MAK-KAMP,Kambia Makama CHP,5,-12.5836,8.816899
ndimjiuynu6,KEN-LOW-KAMM,Kamboma (Lower Bambara) CHC,5,-11.113215,8.130352
B2yGytsVDYP,KEN-WAN-KAMM,Kamboma (Wandor) MCHP,5,-11.433971,8.357562999999999
rsuif6J74aG,KON-MAF-KAMM,Kamiendor CHC,5,-10.5153,8.6827
cHhDpCoP86P,KON-SOA-KAMM,Kamindu MCHP,5,-10.680976,8.690798
QhmFZjy9z6C,BOO-BOC-KENP,Kandeh Town CHP,5,-11.75322,7.9474789999999995
ejl5VylgQsS,KOI-KAL-KANM,Kandeya MCHP,5,-11.357408,8.965137
lrDaXjWjUnW,KON-GBA-KANM,Kanekor MCHP,5,-10.884286999999999,8.494333
VgubKViqKb6,MOY-LOW-KANM,Kanga (Lower Banta) MCHP,5,-12.265697,7.839041
jUylH9C5Yh3,BON-SOG-KANM,Kanga (Sogbini) MCHP,5,-12.098462,7.510845
gmFN3aoJcvC,MOY-KAI-KANC,Kangahun CHC,5,-12.287020000000002,8.080506
css9XFV6vKz,KON-GOR-KANP,Kangama (Gorama Kono) CHC,5,-11.057352,8.376477999999999
XhdNI4IWnwm,KAI-KIT-KANP,Kangama (Kissi Teng) CHP,5,-10.381661,8.338616
wIas0zNRoGn,KOI-DIA-KANP,Kania (Diang) CHP,5,-11.609350000000001,9.210882999999999
WBmDywWKxrr,KAM-MAS-KANC,Kania CHC,5,-12.789750000000002,9.182077
Qgbo7Dxlu68,BOM-BIR-KANM,Kanikay MCHP,5,-11.861220000000001,9.308
gW4wut7X00m,BOO-BUM-KANM,Kaniya MCHP,5,-11.993400000000001,7.6819049999999995
AfKPlUdjhbB,KAM-BRA-KANM,Kanku Bramaia MCHP,5,-12.832080000000001,9.251645
xvxt07J9cM4,KAR-SAM-KANM,Kantia MCHP,5,-12.480794999999999,9.22253
g3lLQSQlKLB,BOM-SAF-KAPM,Kapethe MCHP,5,-11.9826,8.9869
z6aRexWZi7d,KAR-SEL-KAPM,Kaponkie MCHP,5,-12.2866,9.516532
f5peUZx0wrd,KOI-THA-KARM,Karasa MCHP,5,-11.952639,9.655396999999999
teQ06i7jJJB,WAU-EA1-KDOP,Kargbo Dockyard CHP,5,-13.199656,8.468192
x7OnJcnXeWV,PLT-LOK-KAGP,Kargbulor CHP,5,-13.088750000000001,8.836281999999999
zCE0JpANjX5,BOM-BIR-KARP,Karina CHP,5,-12.0134,9.1722
eDnijqJ24YY,BOO-LUG-KARM,Karleh MCHP,5,-11.848970000000001,7.7187909999999995
sTwI5KXfYyK,BON-BUM-KARM,Karlleh MCHP,5,-11.907402999999999,7.418824
cG5HWXfw8bo,PUJ-YKK-KARC,Karlu CHC,5,-11.763290000000001,7.2412
sAWHcB31O0t,KOI-WWB-KARM,Karpakie MCHP,5,-11.821563,9.711200999999999
TOcmKrZhViS,KOI-THA-KASP,Kasanikoro CHP,5,-11.88099,9.576455
wNl8A7Dh8fs,KOI-GKA-KASP,Kasassie CHP,5,-11.835903,9.528423
F9F5UkrWg2a,PLT-KAF-KASP,Kasongha CHP,5,-13.17346,8.60928
i0BlmTFIqfA,KAM-TON-KASP,Kasoria CHP,5,-12.408740000000002,9.397490999999999
iFWSPgvOnT5,BOO-TIK-KASM,Kassama MCHP,5,-11.8315,7.794353
AjsJtrQvuza,KOI-KAK-KAKM,Kassasie Kakeleh MCHP,5,-11.846694,9.255370000000001
hMSyl7T4jTM,PUJ-MAS-KASM,Kassay MCHP,5,-11.734701,7.101425
d2vcCqeRJJy,BOO-BAR-KASM,Kasse MCHP,5,-11.919780000000001,7.53685
FpAeMDQNNMR,KAM-SAM-KASC,Kassirie CHC,5,-13.113620000000001,8.941929
TNI7PWc1NCm,BOM-SAF-KATM,Kateneh MCHP,5,-11.998520000000001,8.989673
dI6Asncg22i,BOM-PAK-KATP,Kathanta Bana CHP,5,-11.92858,8.877301
mUPbnPZ7gco,KAR-SEL-KATC,Kathanta Yimbor CHC,5,-12.1705,9.5457
ErEJGeMctUH,BOM-PAK-KAKP,Kathekeya Kaboli CHP,5,-11.904084,8.910031
xSgogIw3T9v,KAM-TON-KATM,Katherie MCHP,5,-12.696140000000002,9.181585
Sg1ztTaOF4c,TON-KAL-KATM,Kathombo MCHP,5,-11.7623,9.0678
R7LlP6eYcuu,PLT-MAS-KATP,Katick CHP,5,-12.418215,8.593287
G1YDqH1hu7X,PLT-KAM-KATM,Katongha MCHP,5,-12.940617999999999,8.835652999999999
d9fkTAea6OW,MOY-BAG-KAWP,Kawaya MCHP,5,-12.29277,7.961573
FZ6iM1yVXxD,PLT-KAS-KAWM,Kawengha MCHP,5,-12.716920000000002,8.986611
gmiQz2HWQFq,KAM-MAS-KAWC,Kawula CHC,5,-12.84491,9.133727
rf5a0gE6wgU,KOI-NIE-KAYM,Kaya MCHP,5,-11.183437,8.968229
VtTbzQ3i9wU,BOM-BIR-KAOP,Kayainkassa CHP,5,-11.964340000000002,9.442133
xF2EvJVE7El,BOM-SAF-KAYP,Kayasie CHP,5,-11.845440000000002,9.031226
SIhQTxFeFzf,KON-SAN-KAYC,Kayima CHC,5,-11.159569,8.889507
pXDB6Bj6rv7,BOM-BIR-KAYP,Kayonkoro CHP,5,-11.92214,9.212957
O7vEvf1gdfY,BOO-KAK-KEIM,Keindeyella MCHP,5,-11.731990000000001,7.931429
yBHKUGHVQgP,TON-DAN-KEMM,Kemedugu MCHP,5,-11.6623,9.006060000000002
bDmClYKwVU2,BOO-VAL-KENC,Kenema Blango CHC,5,-11.631568999999999,8.217278
teYOpeAfYK0,KEN-KEC-KCML,Kenema City Military Clinic,5,-11.167440000000001,7.913447
SX8y3t1LL1y,MOY-DAS-KENM,Kenema Gbandoma MCHP,5,-12.12185,8.086438
Wv9s58a0dEP,KEN-KEC-KENH,Kenema Government Hospital,5,-11.185153999999999,7.875545
IeWn8pkWiDx,KEN-NON-KUFP,Kenema Under Fives CHP,5,-11.178624,7.863436999999999
da6o86eyf9h,KON-LEI-KENM,Kenewa MCHP,5,-10.793137,8.826355
AlsJzRFA1Bi,KON-TAN-KENP,Kensay CHP,5,-10.98792,8.63929
Jh1YeTMDjEW,WAR-YOR-KENP,Kent CHP,5,-13.162237999999999,8.174189
qAVLJclzafo,BOM-MAK-KERM,Kerefay Loko MCHP,5,-12.13,8.917698999999999
r54BSNQTsI7,WAU-CE2-KHAL,Khadijah Clinic,5,-13.238394999999999,8.487206
O7qOQiuKvZ8,TON-SAM-KHOM,Kholifaga MCHP,5,-11.59139,9.043172
p2P6vIRVDq7,BOM-MAR-KIAM,Kiampkakolo MCHP,5,-12.224229,8.636742
qY6C34l3QZ2,KAR-GOR-KAIM,Kiamunday MCHP,5,-12.464357999999999,8.949598
wJSGhBCPVV7,BOO-BAO-KIGM,Kigbai MCHP,5,-11.50511,7.8704
bCjS2z9xOHH,KON-TAN-KIMC,Kimbadu CHC,5,-10.95334,8.625020000000001
osLV6D0TBTr,BOO-BOC-KINH,Kindoya Hospital,5,-11.739153,7.959822999999999
E2F4cmLFF2l,WAU-WE2-KIRH,Kingharman Road Hospital,5,-13.247750000000002,8.472169
tFlLdWHcZ81,WAU-WE2-KUFP,Kingharman Road Under Fives CHP,5,-13.247750000000002,8.472169
ARLNJZRwkV3,WAU-WE1-KINH,Kingtom Police Hospital,5,-13.245612,8.491753
hVSF1x8uTo3,WAU-WE1-KUFH,Kingtom Police Under Fives CHP,5,-13.245612,8.491753
wS3jgMpZokT,KON-TAN-KISP,Kissi Bona CHP,5,-10.957650000000001,8.642534
P5h4qhH7rE8,WAU-EA3-KISC,Kissy CHC,5,-13.196016,8.471376
jgiqWFdFvxt,WAU-EA3-KDML,Kissy Dockyard Missionary Clinic,5,-13.199848999999999,8.479246
pbtS9t79DfM,PLT-KOY-KISM,Kissy Koya MCHP,5,-12.9784,8.402448
FCx8sMCLFca,WAR-WAT-KISP,Kissy Town CHP,5,-13.147091,8.389436
xhNqDCbnhIG,KON-GBE-KOAM,Koakor MCHP,5,-10.926490000000001,8.795798
ZQbMKHBTHer,KON-TAN-KOAC,Koakoyima CHC,5,-10.994710000000001,8.622484
i4ktZaeJ02u,KON-GBK-KOAC,Koardu CHC,5,-10.582830000000001,8.615039
V23T2NfcSrD,KON-SAN-KOCM,Kochero MCHP,5,-10.9094,8.9077
rCu9i9zjaLg,KON-KOC-KOEP,Koeyor CHP,5,-10.947690000000001,8.648968
WhMSI9Sc40i,KON-KOC-KOIH,Koidu Government Hospital,5,-10.966170000000002,8.64826
Wdm19L00J4H,KON-KOC-KOIP,Koidu Static CHC,5,-10.966170000000002,8.64826
HscXHyv5Jhc,PUJ-SOR-KOIM,Koijeh MCHP,5,-11.469422,6.991955
pObIq6R97QC,KON-LEI-KOIM,Koima (Lei) MCHP,5,-10.775516999999999,8.844612
QhVaW67GHDy,KON-SAN-KOIM,Koima (Sandor) MCHP,5,-11.242420000000001,8.81724
S0SIeUapDwU,KOI-SEN-KOIC,Koinadugu 2 CHC,5,-11.367866,9.530127
jrWCnPt1Nqp,KAI-KIT-KOIC,Koindu CHC,5,-10.339175,8.461502
aOtpL2MuY40,FAL-SUL-KOIP,Koindu Kura CHP,5,-11.165858,9.878048
ptz2wTWQUIg,KON-MAF-KOIM,Koindu-Kuteh MCHP,5,-10.514031,8.651273999999999
v5Q8H6D1Nus,KEN-GAU-KOKP,Kokoru CHP,5,-11.11636,7.629970000000001
NpmaDrb0sHC,WAU-EA3-KOLM,Kola Tree MCHP,5,-13.16117,8.427241
eECPHX0VJP4,BOM-MAK-KOLP,Kolisokoh CHP,5,-12.1982,8.768500000000001
qHBHGHURBTP,KON-LEI-KOMP,Komba Yendeh CHC,5,-10.708870000000001,8.786425999999999
tm5mIqzW88q,PUJ-YKK-KOMM,Kombeima MCHP,5,-11.656813999999999,7.225891
TffmJhQTfpG,FAL-MON-KOMP,Kombili CHP,5,-11.095621999999999,9.690995
V65lxKgyfvT,BOO-KOM-KOMM,Komboya Gbauja MCHP,5,-11.508688,8.203225999999999
uuvykpfuwds,MOY-KAI-KOMM,Komenda MCHP,5,-12.439551,8.079862
kSCm2HrdM0Y,BON-JON-KORM,Komende (Jong) MCHP,5,-12.232165,7.515657999999999
EMrVgetW1M6,KEN-NON-KOMM,Komende (Nongowa) MCHP,5,-11.008560000000001,7.985033
bWtpQskJJ5C,KEN-LOW-KOMP,Komende Getewalu CHP,5,-10.975773,8.325266
XtWSptK5xsC,KEN-LOW-KOMM,Komende Luyema MCHP,5,-10.995363,8.060084999999999
MvoiLj6WZIO,KAR-SAM-KOMP,Komneh CHP,5,-12.677930000000002,9.026672
u1jYcIxvOwn,KAR-SAL-KOMP,Komoya CHP,5,-12.120026,9.351739
xlo4BVtxgcG,PLT-KOY-KOMP,Komrabai Ngolla CHP,5,-13.01538,8.430762999999999
EtOJKGu7K5D,TON-KHM-KOMM,Komrabai Station MCHP,5,-12.099378999999999,8.539555
ckdezRWKzWK,KEN-NON-KONM,Konabu MCHP,5,-11.103510000000002,7.895524
mEJMjCzZdV1,MOY-KOR-KONP,Konda MCHP,5,-12.18472,8.190858
xpKbIRn962p,KEN-KEC-KORM,Kondebotihun MCHP,5,-11.1828,7.899100000000001
McENPG5H7R9,KOI-DIA-KONC,Kondembaia CHC,5,-11.564492999999999,9.38428
pnZuXz3GLrg,KON-TOL-KONM,Kondewakoro MCHP,5,-10.595410000000001,9.017218999999999
JILhQjEC435,KON-SAN-KONM,Kondeya (Sandor) MCHP,5,-10.99712,8.922412
fcwTouftKWA,KOI-SEN-KOAM,Kondeya (Sengbeh) MCHP,5,-11.528540000000001,9.544001999999999
GCTsijyk3iX,BOO-BAG-KONM,Kondiama MCHP,5,-11.497630000000001,8.055515
